char_simpl,char_trad,ucn,all_readings,unique_bases,mandarin_raw,hanyupinyin_raw,definition,reading_sources
青,青,U+9752,qīng jīng,qing jing,qīng,"64046.010:qīng,jīng","blue, green; young; Kangxi radical 174","kMandarin,kHanyuPinyin"
靘,靘,U+9758,qìng qīng jìng,qing jing,qìng,"64048.010:qìng,qīng,jìng",,"kMandarin,kHanyuPinyin"
靓,靚,U+975A,jìng liáng,jing liang,jìng,"64048.020:jìng,liáng",make up face; ornament; quiet; (Cant.) pretty,"kMandarin,kHanyuPinyin"
靡,靡,U+9761,mí mǐ má,mi ma,mí,"64088.050:mǐ,mí,má","divide, disperse, scatter","kMandarin,kHanyuPinyin"
腼,靦,U+9766,tiǎn miǎn,tian mian,tiǎn,"74400.130:tiǎn,miǎn","timid, shy, bashful","kMandarin,kHanyuPinyin"
靥,靨,U+9768,yè yǎn,ye yan,yè,"74402.100:yè,yǎn",dimples,"kMandarin,kHanyuPinyin"
革,革,U+9769,gé jí,ge ji,gé,"74325.010:gé,jí","leather, animal hides; Kangxi radical 177; hexagram ䷰","kMandarin,kHanyuPinyin"
靬,靬,U+976C,qián jiān kān hàn,qian jian kan han,qián,"74326.010:jiān,qián,kān,hàn",,"kMandarin,kHanyuPinyin"
靺,靺,U+977A,mò wà,mo wa,mò,"74329.080:mò,wà",stocking; the Tungusic tribe,"kMandarin,kHanyuPinyin"
鞁,鞁,U+9781,bèi bài bì,bei bai bi,bèi,"74332.140:bài,bì",tack (of a horse),"kMandarin,kHanyuPinyin"
鞈,鞈,U+9788,gé sǎ tà,ge sa ta,gé,"74334.150:gé,sǎ,tà",,"kMandarin,kHanyuPinyin"
鞊,鞊,U+978A,jié jí,jie ji,jié,"74333.030:jié,jí",,"kMandarin,kHanyuPinyin"
鞋,鞋,U+978B,xié wā,xie wa,xié,"74333.020:xié,wā","shoes, footwear in general","kMandarin,kHanyuPinyin"
鞔,鞔,U+9794,mán mèn,man men,mán,"74337.080:mán,mèn",sides or uppers of shoes to stretch a skin on a frame for a drum; (Cant.) to cover,"kMandarin,kHanyuPinyin"
鞕,鞕,U+9795,yìng biān,ying bian,yìng,"74335.180:yìng,biān",,"kMandarin,kHanyuPinyin"
鞘,鞘,U+9798,qiào shāo,qiao shao,qiào,"74336.070:qiào,shāo","scabbard, sheath","kMandarin,kHanyuPinyin"
鞙,鞙,U+9799,xuàn juān,xuan juan,xuàn,"74336.100:xuàn,juān","scabbard; traces, reins","kMandarin,kHanyuPinyin"
绱,鞝,U+979D,shàng zhǎng,shang zhang,shàng,"74339.050:zhǎng,shàng",the piece of leather used for soles; a patch,"kMandarin,kHanyuPinyin"
鞞,鞞,U+979E,bǐng bì pí bēi,bing bi pi bei,bǐng,"74339.110:bǐng,bì,pí,bēi",sheath,"kMandarin,kHanyuPinyin"
鞠,鞠,U+97A0,jū qū qiōng,ju qu qiong,jū,"74340.010:jū,qū,qiōng","bow, bend; rear, raise, nourish","kMandarin,kHanyuPinyin"
鞢,鞢,U+97A2,xiè zhá dié,xie zha die,xiè,"74342.040:xiè,zhá,dié",,"kMandarin,kHanyuPinyin"
鞨,鞨,U+97A8,hé shé mò,he she mo,hé,"74342.180:hé,shé,mò",tribe,"kMandarin,kHanyuPinyin"
鞪,鞪,U+97AA,mù móu,mu mou,mù,"74345.050:mù,móu",,"kMandarin,kHanyuPinyin"
鞫,鞫,U+97AB,jū qū,ju qu,jū,"74344.040:jū,qū","interrogate, question","kMandarin,kHanyuPinyin"
鞴,鞴,U+97B4,bèi fú bù bài,bei fu bu bai,bèi,"74346.010:bèi,fú,bù,bài",saddle up horse; drive horse,"kMandarin,kHanyuPinyin"
鞸,鞸,U+97B8,bì bǐng,bi bing,bì,"74346.130:bì,bǐng",leather arm guard,"kMandarin,kHanyuPinyin"
鞼,鞼,U+97BC,guì huì,gui hui,guì,"74350.060:guì,huì",,"kMandarin,kHanyuPinyin"
鞒,鞽,U+97BD,qiáo qiāo juē,qiao jue,qiáo,"74350.090:qiāo,juē,qiáo","mud shoe, sledge for the feet","kMandarin,kHanyuPinyin"
鞑,韃,U+97C3,dá tà,da ta,dá,"74349.190:tà,dá",the Tatars,"kMandarin,kHanyuPinyin"
韦,韋,U+97CB,wéi huí,wei hui,wéi,"74503.010:wéi,huí",tanned leather; surname; Kangxi radical 178,"kMandarin,kHanyuPinyin"
韏,韏,U+97CF,quàn juàn,quan juan,quàn,"74505.170:quàn,juàn",,"kMandarin,kHanyuPinyin"
韒,韒,U+97D2,qiào shāo,qiao shao,qiào,"74506.130:qiào,shāo","a sheath, scabbard","kMandarin,kHanyuPinyin"
韛,韛,U+97DB,bài fú,bai fu,bài,"74509.020:bài,fú",bellows,"kMandarin,kHanyuPinyin"
韫,韞,U+97DE,yùn wēn,yun wen,yùn,"74508.020:yùn,wēn","an orange color; hide, conceal","kMandarin,kHanyuPinyin"
韡,韡,U+97E1,wěi xuē,wei xue,wěi,"74509.010:wěi,xuē",gorgeous,"kMandarin,kHanyuPinyin"
韢,韢,U+97E2,suì huì,sui hui,suì,"74510.140:suì,huì",,"kMandarin,kHanyuPinyin"
韹,韹,U+97F9,huáng yīng,huang ying,huáng,"74497.070:huáng,yīng",music of bell and drum,"kMandarin,kHanyuPinyin"
页,頁,U+9801,yè xié,ye xie,yè,"74355.010:xié,yè","page, sheet, leaf; Kangxi radical 181","kMandarin,kHanyuPinyin"
顷,頃,U+9803,qǐng qīng kuǐ,qing kui,qǐng,"74355.050:qīng,qǐng,kuǐ",a moment; a measure of area equal to 100 mu or 6.7 hectares; to lean,"kMandarin,kHanyuPinyin"
顸,頇,U+9807,hān àn,han an,hān,"74356.060:àn,hān","large face, flat face; stupid","kMandarin,kHanyuPinyin"
颂,頌,U+980C,sòng róng,song rong,sòng,"74362.030:róng,sòng","laud, acclaim; hymn; ode","kMandarin,kHanyuPinyin"
颀,頎,U+980E,qí kěn,qi ken,qí,"74361.110:qí,kěn",tall and slim,"kMandarin,kHanyuPinyin"
颃,頏,U+980F,háng gāng hàng,hang gang,háng,"74363.030:háng,gāng,hàng",fly down or downward,"kMandarin,kHanyuPinyin"
顽,頑,U+9811,wán kūn,wan kun,wán,"74359.080:wán,kūn","obstinate, stubborn; recalcitrant","kMandarin,kHanyuPinyin"
颁,頒,U+9812,bān fén,ban fen,bān,"74362.010:fén,bān","confer, bestow; publish, promulgate","kMandarin,kHanyuPinyin"
顿,頓,U+9813,dùn dú,dun du,dùn,"74360.050:dùn,dú","pause, stop; bow, kowtow; arrange","kMandarin,kHanyuPinyin"
頕,頕,U+9815,dān diàn,dan dian,dān,"74364.120:dān,diàn",(Cant.) to raise the head,"kMandarin,kHanyuPinyin"
颇,頗,U+9817,pō pǒ pò pí,po pi,pō pǒ,"74366.100:pō,pò,pí","lean one side; very, rather","kMandarin,kHanyuPinyin"
颌,頜,U+981C,hé hán qīn gé,he han qin ge,hé,"74368.160:hé,hán,qīn,gé",mouth; jaw,"kMandarin,kHanyuPinyin"
頞,頞,U+981E,è àn,e an,è,"74371.020:è,àn",(nose) bridge,"kMandarin,kHanyuPinyin"
颉,頡,U+9821,xié jiá jié,xie jia jie,xié,"74367.060:xié,jiá,jié","fly upward, soar; contest; to rob","kMandarin,kHanyuPinyin"
颏,頦,U+9826,hái kē ké,hai ke,hái,"74370.050:hái,kē,ké",chin,"kMandarin,kHanyuPinyin"
頨,頨,U+9828,yǔ biàn,yu bian,yǔ,"74371.070:yǔ,biàn",,"kMandarin,kHanyuPinyin"
頫,頫,U+982B,fǔ tāo tiào,fu tao tiao,fǔ,"74369.030:fǔ,tāo,tiào",bow; nod; condescend,"kMandarin,kHanyuPinyin"
颕,頴,U+9834,yǐng jǐng,ying jing,yǐng,"74375.150:yǐng,jǐng",rice tassel; sharp point; clever,"kMandarin,kHanyuPinyin"
颈,頸,U+9838,jǐng gěng,jing geng,jǐng,"74373.070:jǐng,gěng","neck, throat","kMandarin,kHanyuPinyin"
频,頻,U+983B,pín bīn,pin bin,pín,"74373.080:pín,bīn","frequently, again and again","kMandarin,kHanyuPinyin"
顃,顃,U+9843,tán shǎn,tan shan,tán,"74380.030:tán,shǎn",,"kMandarin,kHanyuPinyin"
颗,顆,U+9846,kē kě kuǎn,ke kuan,kē,"74378.030:kě,kē,kuǎn","grain, kernel","kMandarin,kHanyuPinyin"
顇,顇,U+9847,cuì zú,cui zu,cuì,"74379.130:cuì,zú","be worn out, be haggard","kMandarin,kHanyuPinyin"
顈,顈,U+9848,xuǎn jiōng jiǒng xiàn,xuan jiong xian,xuǎn,"53449.060:xuǎn,jiōng 74379.120:jiǒng,xiàn,xuǎn,jiōng",,"kMandarin,kHanyuPinyin"
题,題,U+984C,tí dì,ti di,tí,"74381.040:tí,dì","forehead; title, headline; theme","kMandarin,kHanyuPinyin"
顐,顐,U+9850,wèn hún hùn,wen hun,wèn,"74384.060:wèn,hún,hùn",,"kMandarin,kHanyuPinyin"
顑,顑,U+9851,kǎn yàn,kan yan,kǎn,"74380.150:kǎn,yàn",yellow,"kMandarin,kHanyuPinyin"
颙,顒,U+9852,yóng yú,yong yu,yóng,"74381.060:yóng,yú","solemn, large, grand, majestic","kMandarin,kHanyuPinyin"
颜,顔,U+9854,yán yá,yan ya,yán,"74383.090:yán,yá","face, facial appearance","kMandarin,kHanyuPinyin"
顚,顚,U+985A,diān tián tiàn,dian tian,diān,"74386.140:diān,tián,tiàn","top, peak, summit; upset","kMandarin,kHanyuPinyin"
顝,顝,U+985D,kuī kuǎ,kui kua,kuī,"74385.130:kuī,kuǎ",,"kMandarin,kHanyuPinyin"
顡,顡,U+9861,wài zhuài,wai zhuai,wài,"74390.090:wài,zhuài",,"kMandarin,kHanyuPinyin"
顤,顤,U+9864,yáo qiào,yao qiao,yáo,"74390.170:yáo,qiào",,"kMandarin,kHanyuPinyin"
顩,顩,U+9869,yǎn qìn hàn qiǎn,yan qin han qian,yǎn,"74394.080:yǎn,qìn,hàn,qiǎn",,"kMandarin,kHanyuPinyin"
颤,顫,U+986B,chàn zhàn shān,chan zhan shan,chàn,"74394.090:chàn,zhàn,shān","shiver, tremble; trembling","kMandarin,kHanyuPinyin"
顲,顲,U+9872,lǎn lǐn,lan lin,lǎn,"74397.020:lǎn,lǐn",,"kMandarin,kHanyuPinyin"
颩,颩,U+98A9,biāo diū,biao diu,biāo,"74481.060:biāo,diū",,"kMandarin,kHanyuPinyin"
飑,颮,U+98AE,biāo páo,biao pao,biāo,"74483.060:biāo,páo",storm; whirlwind,"kMandarin,kHanyuPinyin"
飒,颯,U+98AF,sà lì,sa li,sà,"74483.080:sà,lì",the sound of the wind; bleak; melancholy,"kMandarin,kHanyuPinyin"
颰,颰,U+98B0,bá fú,ba fu,bá,"74482.190:bá,fú",,"kMandarin,kHanyuPinyin"
刮,颳,U+98B3,guā jǐ,gua ji,guā,"74484.170:guā,jǐ",to blow,"kMandarin,kHanyuPinyin"
颵,颵,U+98B5,shāo xiāo,shao xiao,shāo,"74485.160:shāo,xiāo",,"kMandarin,kHanyuPinyin"
颾,颾,U+98BE,sōu sāo,sou sao,sōu,"74490.140:sōu,sāo",blowing of the wind,"kMandarin,kHanyuPinyin"
飂,飂,U+98C2,liù liáo,liu liao,liù,"74491.110:liù,liáo",wind in high places,"kMandarin,kHanyuPinyin"
食,食,U+98DF,shí sì yì,shi si yi,shí,"74440.010:shí,sì,yì",eat; meal; food; Kangxi radical 184,"kMandarin,kHanyuPinyin"
飦,飦,U+98E6,zhān gān,zhan gan,zhān,"74442.020:zhān,gān","well-boiled congee or gruel; thick, rich","kMandarin,kHanyuPinyin"
饨,飩,U+98E9,tún zhùn,tun zhun,tún,"74443.120:tún,zhùn",stuffed dumplings,"kMandarin,kHanyuPinyin"
飬,飬,U+98EC,juàn yǒng,juan yong,juàn,"74445.020:juàn,yǒng",,"kMandarin,kHanyuPinyin"
饬,飭,U+98ED,chì shì,chi shi,chì,"74444.030:chì,shì",order; command; give command,"kMandarin,kHanyuPinyin"
飧,飱,U+98F1,sūn cān,sun can,sūn,"74443.100:cān,sūn",evening meal,"kMandarin,kHanyuPinyin"
飳,飳,U+98F3,tǒu zhù,tou zhu,tǒu,"74448.140:tǒu,zhù",,"kMandarin,kHanyuPinyin"
饴,飴,U+98F4,yí sì,yi si,yí,"74449.090:yí,sì",sweet-meats; sweet-cakes; syrup,"kMandarin,kHanyuPinyin"
飵,飵,U+98F5,zuò zé,zuo ze,zuò,"74447.040:zuò,zé",(Cant.) food; profit,"kMandarin,kHanyuPinyin"
饰,飾,U+98FE,shì chì,shi chi,shì,"74447.060:shì,chì","decorate, ornament, adorn; to deceive","kMandarin,kHanyuPinyin"
饸,餄,U+9904,jiá hé,jia he,jiá,"74451.080:jiá,hé",(餄餎) buckwheat noodles,"kMandarin,kHanyuPinyin"
餐,餐,U+9910,cān sūn,can sun,cān,"74455.050:cān,sūn","eat, dine; meal; food","kMandarin,kHanyuPinyin"
余,餘,U+9918,yú yé,yu ye,yú,"74456.090:yú,yé","surplus, excess, remainder","kMandarin,kHanyuPinyin"
餙,餙,U+9919,shì xī,shi xi,shì,"74456.100:shì,xī",to adorn; ornaments; to deceive,"kMandarin,kHanyuPinyin"
馄,餛,U+991B,hún kūn,hun kun,hún,"74459.070:hún,kūn","dumpling soup, wonton","kMandarin,kHanyuPinyin"
馅,餡,U+9921,xiàn kàn,xian kan,xiàn,"74460.170:xiàn,kàn","pastry filling, stuffing","kMandarin,kHanyuPinyin"
餤,餤,U+9924,tán dàn,tan dan,tán,"74461.090:tán,dàn",incite,"kMandarin,kHanyuPinyin"
餧,餧,U+9927,wèi něi,wei nei,wèi,"74460.030:něi,wèi",steamed bread; to feed,"kMandarin,kHanyuPinyin"
餫,餫,U+992B,yùn hún,yun hun,yùn,"74466.120:yùn,hún",dumpling; supply,"kMandarin,kHanyuPinyin"
餰,餰,U+9930,jiān zhān,jian zhan,jiān,"74465.100:jiān,zhān",,"kMandarin,kHanyuPinyin"
餲,餲,U+9932,ài hé,ai he,ài,"74464.050:ài,hé","spoiled, sour, moldy","kMandarin,kHanyuPinyin"
饧,餳,U+9933,táng xíng,tang xing,táng,"74464.040:xíng,táng","sugar, syrup; malt sugar; sticky","kMandarin,kHanyuPinyin"
饀,饀,U+9940,táo tāo xiàn,tao xian,táo,"74468.060:táo,tāo,xiàn",,"kMandarin,kHanyuPinyin"
馈,饋,U+994B,kuì tuí,kui tui,kuì,"74474.080:kuì,tuí",offer food superior; send gift,"kMandarin,kHanyuPinyin"
馔,饌,U+994C,zhuàn xuǎn,zhuan xuan,zhuàn,"74474.160:zhuàn,xuǎn","feed, support, provide for; food; fine meats, delicacies","kMandarin,kHanyuPinyin"
饐,饐,U+9950,yì yē èn,yi ye en,yì,"74473.020:yì,yē,èn","spoiled, rotten, sour","kMandarin,kHanyuPinyin"
饥,饑,U+9951,jī qí,ji qi,jī,"74475.050:jī,qí","starve, be hungry; famine","kMandarin,kHanyuPinyin"
馗,馗,U+9997,kuí qiú,kui qiu,kuí,"74501.020:kuí,qiú","cheekbone; path, road; intersection","kMandarin,kHanyuPinyin"
馘,馘,U+9998,guó xù,guo xu,guó,"74501.210:guó,xù",cut off left ear; tally dead enemy,"kMandarin,kHanyuPinyin"
馞,馞,U+999E,bó pò,bo po,bó,"74424.050:bó,pò",,"kMandarin,kHanyuPinyin"
馥,馥,U+99A5,fù bì,fu bi,fù,"74424.210:fù,bì","fragrance, scent, aroma","kMandarin,kHanyuPinyin"
馧,馧,U+99A7,yūn wò,yun wo,yūn,"74425.030:yūn,wò",,"kMandarin,kHanyuPinyin"
冯,馮,U+99AE,féng píng,feng ping,féng,"74540.030:píng,féng",surname; gallop; by dint of,"kMandarin,kHanyuPinyin"
馯,馯,U+99AF,hàn qián hán,han qian,hàn,"74541.020:hàn,qián,hán",,"kMandarin,kHanyuPinyin"
驮,馱,U+99B1,tuó duò dài,tuo duo dai,tuó,"74541.050:tuó,duò,dài",carry on back,"kMandarin,kHanyuPinyin"
馲,馲,U+99B2,zhé tuō,zhe tuo,zhé,"74541.090:zhé,tuō",camel,"kMandarin,kHanyuPinyin"
馶,馶,U+99B6,zhī shì,zhi shi,zhī,"74543.060:zhī,shì",,"kMandarin,kHanyuPinyin"
馸,馸,U+99B8,xìn jìn,xin jin,xìn,"74544.070:xìn,jìn",,"kMandarin,kHanyuPinyin"
駃,駃,U+99C3,jué kuài,jue kuai,jué,"74545.090:jué,kuài",gallop,"kMandarin,kHanyuPinyin"
駍,駍,U+99CD,péi pēng,pei peng,péi,"74546.090:péi,pēng",,"kMandarin,kHanyuPinyin"
驵,駔,U+99D4,zǎng zù zǔ,zang zu,zǎng,"74546.100:zǎng,zù,zǔ","excellent horse, noble steed","kMandarin,kHanyuPinyin"
骀,駘,U+99D8,tái dài zhài tāi,tai dai zhai,tái,"74551.050:tái,dài,zhài,tāi","an old, tired horse, a jade; tired, exhausted","kMandarin,kHanyuPinyin"
駨,駨,U+99E8,xūn xuàn,xun xuan,xūn,"74554.180:xūn,xuàn",,"kMandarin,kHanyuPinyin"
骆,駱,U+99F1,luò jià,luo jia,luò,"74554.200:luò,jià",a white horse with black mane; a camel,"kMandarin,kHanyuPinyin"
駺,駺,U+99FA,láng liáng,lang liang,láng,"74558.170:láng,liáng",,"kMandarin,kHanyuPinyin"
騃,騃,U+9A03,ái sì tǎi,ai si tai,ái,"74559.050:sì,ái,tǎi",stupid; foolish,"kMandarin,kHanyuPinyin"
騆,騆,U+9A06,zhōu dòng,zhou dong,zhōu,"74562.130:zhōu,dòng",,"kMandarin,kHanyuPinyin"
骑,騎,U+9A0E,qí jì,qi ji,qí,"74560.080:qí,jì",ride horseback; mount; cavalry,"kMandarin,kHanyuPinyin"
骙,騤,U+9A24,kuí jué,kui jue,kuí,"74567.090:kuí,jué",(of a horse) lively; vigorous,"kMandarin,kHanyuPinyin"
騩,騩,U+9A29,guī tuí,gui tui,guī,"74565.210:guī,tuí",,"kMandarin,kHanyuPinyin"
骞,騫,U+9A2B,qiān jiǎn,qian jian,qiān,"74572.050:qiān,jiǎn","raise, hold high; fly, soar","kMandarin,kHanyuPinyin"
騯,騯,U+9A2F,péng bǎng,peng bang,péng,"74572.020:péng,bǎng","loud, noisy, boisterous; fight","kMandarin,kHanyuPinyin"
驺,騶,U+9A36,zōu zhū zhòu qū,zou zhu zhou qu,zōu,"74571.080:zōu,zhū,zhòu,qū",mounted escort; groom,"kMandarin,kHanyuPinyin"
骚,騷,U+9A37,sāo sǎo xiāo,sao xiao,sāo,"74567.100:sāo,sǎo,xiāo","harass, bother, annoy, disturb, agitate; sad, grieved","kMandarin,kHanyuPinyin"
騺,騺,U+9A3A,zhì chì,zhi chi,zhì,"74573.110:zhì,chì",heavy horse; horse unable to move because of twisted leg; plodding,"kMandarin,kHanyuPinyin"
蓦,驀,U+9A40,mò mà,mo ma,mò,"74569.120:mò,mà","suddenly, quickly, abruptly","kMandarin,kHanyuPinyin"
骜,驁,U+9A41,ào yào,ao yao,ào,"74568.070:ào,yào","wild horse, mustang; wild","kMandarin,kHanyuPinyin"
骠,驃,U+9A43,biāo piào,biao piao,biāo,"74574.030:biāo,piào","charger, steed; swift, valiant","kMandarin,kHanyuPinyin"
骄,驕,U+9A55,jiāo xiāo jū qiáo,jiao xiao ju qiao,jiāo,"74577.120:jiāo,xiāo,jū,qiáo",spirited horse; haughty,"kMandarin,kHanyuPinyin"
驡,驡,U+9A61,lóng zǎng,long zang,lóng,"74583.110:lóng,zǎng",,"kMandarin,kHanyuPinyin"
骊,驪,U+9A6A,lí chí,li chi,lí,"74585.050:lí,chí",a pure black horse; a pair of horses,"kMandarin,kHanyuPinyin"
骉,驫,U+9A6B,biāo piāo,biao piao,biāo,"74585.080:biāo,piāo",horses,"kMandarin,kHanyuPinyin"
骫,骫,U+9AAB,wěi wán,wei wan,wěi,"74407.090:wěi,wán","bent, crooked","kMandarin,kHanyuPinyin"
肮,骯,U+9AAF,āng kǎng,ang kang,āng,"74408.120:kǎng,āng",dirty,"kMandarin,kHanyuPinyin"
骰,骰,U+9AB0,tóu gǔ,tou gu,tóu,"74408.110:gǔ,tóu","die, dice","kMandarin,kHanyuPinyin"
骱,骱,U+9AB1,jiè jiá xiè,jie jia xie,jiè,"74408.070:jiá,jiè,xiè",,"kMandarin,kHanyuPinyin"
骴,骴,U+9AB4,cī zhài,ci zhai,cī,"74410.140:cī,zhài",a putrid carcase,"kMandarin,kHanyuPinyin"
骸,骸,U+9AB8,hái gāi,hai gai,hái,"74412.010:hái,gāi","skeleton, body; leg bone","kMandarin,kHanyuPinyin"
骹,骹,U+9AB9,qiāo jiāo xiāo,qiao jiao xiao,qiāo,"74411.110:qiāo,jiāo,xiāo",(Cant.) a joint,"kMandarin,kHanyuPinyin"
髁,髁,U+9AC1,kē kuà,ke kua,kē,"74413.100:kē,kuà","thigh bone, hipbone; kneecap","kMandarin,kHanyuPinyin"
髂,髂,U+9AC2,qià gé,qia ge,qià,"74415.150:qià,gé",the pelvis,"kMandarin,kHanyuPinyin"
髆,髆,U+9AC6,bó pò,bo po,bó,"74416.040:bó,pò",shoulder blade,"kMandarin,kHanyuPinyin"
髈,髈,U+9AC8,bǎng páng pǎng,bang pang,bǎng,"74416.160:páng,pǎng,bǎng","the pelvis, the hip-bone; the humerus; a wing","kMandarin,kHanyuPinyin"
髉,髉,U+9AC9,bó jué,bo jue,bó,"74416.200:bó,jué",,"kMandarin,kHanyuPinyin"
髊,髊,U+9ACA,cī cuō,ci cuo,cī,"74415.130:cī,cuō",,"kMandarin,kHanyuPinyin"
髟,髟,U+9ADF,biāo piào shān,biao piao shan,biāo,"74518.010:biāo,piào,shān",hair; Kangxi radical 190,"kMandarin,kHanyuPinyin"
髳,髳,U+9AF3,máo róu méng,mao rou meng,máo,"74523.050:máo,róu,méng",state,"kMandarin,kHanyuPinyin"
髴,髴,U+9AF4,fú fèi,fu fei,fú,"74522.170:fú,fèi",disheveled hair; similar to,"kMandarin,kHanyuPinyin"
髶,髶,U+9AF6,róng èr,rong er,róng,"74523.110:róng,èr",,"kMandarin,kHanyuPinyin"
髺,髺,U+9AFA,kuò yuè,kuo yue,kuò,"74524.100:kuò,yuè","the hair dishevelled, as in mourning","kMandarin,kHanyuPinyin"
髻,髻,U+9AFB,jì jié,ji jie,jì,"74523.090:jì,jié","hair rolled up in a bun, topknot","kMandarin,kHanyuPinyin"
鬄,鬄,U+9B04,dí tì,di ti,dí,"74527.150:dí,tì",,"kMandarin,kHanyuPinyin"
鬌,鬌,U+9B0C,tuǒ chuí duǒ,tuo chui duo,tuǒ,"74530.030:chuí,duǒ",tufts of hair left on the heads of children after shaving,"kMandarin,kHanyuPinyin"
鬠,鬠,U+9B20,kuò kuài,kuo kuai,kuò,"74536.120:kuò,kuài","to make a top knot; (Cant.) 鬅鬠, to be slovenly dressed","kMandarin,kHanyuPinyin"
鬤,鬤,U+9B24,ráng níng,rang ning,ráng,"74538.120:ráng,níng",,"kMandarin,kHanyuPinyin"
哄,鬨,U+9B28,hòng xiàng,hong xiang,hòng,"74515.080:hòng,xiàng","boisterous; clamor, noise","kMandarin,kHanyuPinyin"
阋,鬩,U+9B29,xì hè,xi he,xì,"74516.040:xì,hè","feud, fight, quarrel","kMandarin,kHanyuPinyin"
鬲,鬲,U+9B32,gé lì è,ge li e,gé,"74587.010:lì,gé,è",type of caldron with three hollow legs; name of a state; Kangxi radical 193,"kMandarin,kHanyuPinyin"
鬴,鬴,U+9B34,fǔ lì,fu li,fǔ,"74588.160:fǔ,lì",pot,"kMandarin,kHanyuPinyin"
鬵,鬵,U+9B35,qín xín,qin xin,qín,"74589.060:qín,xín","big iron pot, caldron","kMandarin,kHanyuPinyin"
鬷,鬷,U+9B37,zōng zěng,zong zeng,zōng,"74589.120:zōng,zěng",pot,"kMandarin,kHanyuPinyin"
鬹,鬹,U+9B39,guī xié,gui xie,guī,"74590.060:guī,xié",,"kMandarin,kHanyuPinyin"
鬻,鬻,U+9B3B,yù zhōu jū,yu zhou ju,yù,"74590.150:zhōu,yù,jū","sell; child, childish; nourish","kMandarin,kHanyuPinyin"
鬾,鬾,U+9B3E,jì qí,ji qi,jì,"74428.140:jì,qí",,"kMandarin,kHanyuPinyin"
魁,魁,U+9B41,kuí kuǐ kuài,kui kuai,kuí,"74429.130:kuí,kuǐ,kuài",chief; leader; best; monstrous,"kMandarin,kHanyuPinyin"
魄,魄,U+9B44,pò bó tuò,po bo tuo,pò,"74431.090:pò,bó,tuò",vigor; body; dark part of moon,"kMandarin,kHanyuPinyin"
魋,魋,U+9B4B,tuí chuí,tui chui,tuí,"74434.130:tuí,chuí",bear,"kMandarin,kHanyuPinyin"
魝,魝,U+9B5D,jié jì,jie ji,jié,"74674.050:jié,jì",,"kMandarin,kHanyuPinyin"
魟,魟,U+9B5F,hóng gōng,hong gong,hóng,"74675.070:hóng,gōng","a ray, skate","kMandarin,kHanyuPinyin"
魡,魡,U+9B61,diào dí,diao di,diào,"74675.130:diào,dí",,"kMandarin,kHanyuPinyin"
魣,魣,U+9B63,xù yú,xu yu,xù,"74679.150:xù,yú",,"kMandarin,kHanyuPinyin"
魤,魤,U+9B64,é huà,e hua,é,"74678.060:é,huà",,"kMandarin,kHanyuPinyin"
魥,魥,U+9B65,è qiè jì,e qie ji,è,"74675.140:è,qiè,jì",,"kMandarin,kHanyuPinyin"
魦,魦,U+9B66,shā suō,sha suo,shā,"74677.050:shā,suō","shark family, including some rays and skates","kMandarin,kHanyuPinyin"
魭,魭,U+9B6D,yuán wǎn,yuan wan,yuán,"74676.060:yuán,wǎn",,"kMandarin,kHanyuPinyin"
魮,魮,U+9B6E,pí bǐ,pi bi,pí,"74677.020:pí,bǐ",,"kMandarin,kHanyuPinyin"
魳,魳,U+9B73,zā shī,za shi,zā,"74676.100:zā,shī",a barracuda,"kMandarin,kHanyuPinyin"
鲄,魺,U+9B7A,hé gě,he ge,hé,"74680.060:hé,gě",,"kMandarin,kHanyuPinyin"
魼,魼,U+9B7C,qū xié,qu xie,qū,"74680.010:qū,xié",,"kMandarin,kHanyuPinyin"
魿,魿,U+9B7F,líng lín,ling lin,líng,"74682.080:líng,lín",,"kMandarin,kHanyuPinyin"
鲅,鮁,U+9B81,bō bà,bo ba,bō,"74680.100:bō,bà",the bonito,"kMandarin,kHanyuPinyin"
鮆,鮆,U+9B86,cǐ jì,ci ji,cǐ,"74686.080:jì,cǐ",fish,"kMandarin,kHanyuPinyin"
鮈,鮈,U+9B88,jū qú gǒu,ju qu gou,jū,"74682.130:jū,qú,gǒu",,"kMandarin,kHanyuPinyin"
鲌,鮊,U+9B8A,bà bó,ba bo,bà,"74682.050:bà,bó",common bleak (Alburnus alburnus); various other freshwater fish,"kMandarin,kHanyuPinyin"
鲉,鮋,U+9B8B,yóu chóu,you chou,yóu,"74681.070:yóu,chóu",,"kMandarin,kHanyuPinyin"
鲏,鮍,U+9B8D,pī pí jù,pi ju,pī,"74684.010:pī,pí,jù",Spanish mackerel,"kMandarin,kHanyuPinyin"
鮏,鮏,U+9B8F,xīng zhēng,xing zheng,xīng,"74681.120:xīng,zhēng",,"kMandarin,kHanyuPinyin"
鲍,鮑,U+9B91,bào bāo pāo,bao pao,bào,"74683.010:bào,bāo,pāo",abalone; dried fish; surname,"kMandarin,kHanyuPinyin"
鲒,鮚,U+9B9A,jié qià,jie qia,jié,"74684.130:jié,qià",clam; oyster,"kMandarin,kHanyuPinyin"
鲞,鮝,U+9B9D,xiǎng zhèn,xiang zhen,xiǎng,"74689.050:xiǎng,zhèn",dried fish,"kMandarin,kHanyuPinyin"
鮥,鮥,U+9BA5,luò gé,luo ge,luò,"74688.010:luò,gé",,"kMandarin,kHanyuPinyin"
